season,week,celebrity_name,judge_rank,audience_share_rank,final_rank,pred_eliminated,survival_prob
12,3,Romeo,8.0,2.0,7.0,0,0.9110759635755794
12,3,Kirstie Alley,5.0,8.0,8.0,0,0.9079349380690572
12,3,Sugar Ray Leonard,8.0,9.0,9.0,0,0.7506925374444521
12,3,Wendy Williams,10.0,10.0,10.0,1,0.6319567955956448
12,4,Chelsea Kane,1.0,4.0,1.0,0,1.0
12,4,Hines Ward,2.0,1.0,1.0,0,1.0
12,4,Ralph Macchio,2.0,5.0,3.0,0,0.9761358431919229
12,4,Chris Jericho,4.0,2.0,4.0,0,0.9529163093620018
12,4,Petra Nemcova,4.0,3.0,5.0,0,0.947990793173086
12,4,Romeo,4.0,6.0,6.0,0,0.9338260830444024
12,4,Kirstie Alley,7.0,7.0,7.0,0,0.8670991293258006
12,4,Kendra Wilkinson,9.0,8.0,8.0,0,0.7865957107014983
12,4,Sugar Ray Leonard,8.0,9.0,9.0,1,0.6652135821958219
12,5,Chelsea Kane,2.0,1.0,1.0,0,0.9685740104555282
12,5,Hines Ward,1.0,6.0,2.0,0,0.9502274269047318
12,5,Chris Jericho,2.0,3.0,3.0,0,0.949843538102968
12,5,Romeo,2.0,5.0,4.0,0,0.9317763146366044
12,5,Petra Nemcova,6.0,2.0,5.0,0,0.8881514095120787
12,5,Ralph Macchio,6.0,4.0,6.0,0,0.8660572894649732
12,5,Kirstie Alley,5.0,8.0,7.0,0,0.8332533877137597
12,5,Kendra Wilkinson,6.0,7.0,8.0,1,0.818902777953282
12,6,Chelsea Kane,1.0,1.0,1.0,0,0.9874259666207219
12,6,Romeo,1.0,2.0,2.0,0,0.9528945790531493
12,6,Hines Ward,3.0,3.0,3.0,0,0.9222753109220571
12,6,Kirstie Alley,4.0,5.0,4.0,0,0.8686136219837548
12,6,Kendra Wilkinson,5.0,6.0,5.0,0,0.8420381262090958
12,6,Chris Jericho,7.0,4.0,6.0,0,0.8325473495017157
12,6,Ralph Macchio,6.0,7.0,7.0,1,0.812909976367716
12,7,Hines Ward,1.0,2.0,1.0,0,0.8533395570292996
12,7,Chelsea Kane,3.0,1.0,2.0,0,0.8409003680231368
12,7,Ralph Macchio,1.0,3.0,3.0,0,0.7987509323626248
12,7,Kendra Wilkinson,4.0,4.0,4.0,0,0.754298363243293
12,7,Romeo,5.0,5.0,5.0,0,0.739559539085731
12,7,Kirstie Alley,5.0,6.0,6.0,1,0.7093452117859216
12,8,Chelsea Kane,1.0,1.0,1.0,0,0.8960030641616064
12,8,Hines Ward,2.0,2.0,2.0,0,0.8639400718059449
12,8,Kirstie Alley,3.0,4.0,3.0,0,0.7605123778787003
12,8,Romeo,4.0,5.0,4.0,0,0.7470358103036336
12,8,Ralph Macchio,5.0,3.0,5.0,1,0.7105509294616694
12,9,Chelsea Kane,1.0,1.0,1.0,0,0.9657564814825194
12,9,Hines Ward,2.0,2.0,2.0,0,0.8570016468248687
12,9,Kirstie Alley,3.0,3.0,3.0,0,0.7110725545195021
12,9,Ralph Macchio,4.0,4.0,4.0,1,0.6352472258192501
12,10,Chelsea Kane,1.0,1.0,1.0,0,0.36585795268863686
12,10,Hines Ward,1.0,2.0,3.0,1,0.36380390168796306
12,10,Kirstie Alley,3.0,3.0,3.0,1,0.18736110684695217
13,1,Chynna Phillips,1.0,5.0,1.0,0,1.0
13,1,J.R. Martinez,1.0,5.0,1.0,0,1.0
13,1,Hope Solo,3.0,7.0,3.0,0,0.9687585999064703
13,1,Ricki Lake,4.0,1.0,4.0,0,0.9634871066521764
13,1,Kristin Cavallari,5.0,2.0,5.0,0,0.9371082587028599
13,1,David Arquette,6.0,10.0,6.0,0,0.8896220560585208
13,1,Carson Kressley,7.0,3.0,7.0,0,0.884350562804227
13,1,Chaz Bono,7.0,3.0,7.0,0,0.884350562804227
13,1,Nancy Grace,9.0,8.0,9.0,0,0.8451470287476445
13,1,Rob Kardashian,9.0,8.0,9.0,0,0.8451470287476445
13,1,Elisabetta Canalis,11.0,12.0,11.0,0,0.7466778385212909
13,1,Metta World Peace (Ron),12.0,11.0,12.0,1,0.741406345266997
13,2,Ricki Lake,1.0,4.0,1.0,0,1.0
13,2,Kristin Cavallari,2.0,2.0,2.0,0,0.9887496664670912
13,2,J.R. Martinez,2.0,3.0,3.0,0,0.9811193926840465
13,2,Nancy Grace,4.0,1.0,4.0,0,0.9674959334149762
13,2,Chynna Phillips,4.0,6.0,5.0,0,0.9305075920458364
13,2,Rob Kardashian,4.0,7.0,6.0,0,0.9264612175186455
13,2,Elisabetta Canalis,4.0,8.0,7.0,0,0.9137665417306565
13,2,Hope Solo,8.0,5.0,8.0,0,0.8996105257649686
13,2,David Arquette,9.0,10.0,9.0,0,0.8067817353102389
13,2,Chaz Bono,11.0,9.0,10.0,0,0.8031442804061928
13,2,Carson Kressley,9.0,11.0,11.0,1,0.7731046500510929
13,3,Ricki Lake,1.0,5.0,1.0,0,1.0
13,3,Chynna Phillips,2.0,1.0,1.0,0,1.0
13,3,J.R. Martinez,2.0,1.0,1.0,0,1.0
13,3,Rob Kardashian,4.0,3.0,4.0,0,0.9555995128484799
13,3,Kristin Cavallari,4.0,4.0,5.0,0,0.9467941307091358
13,3,Hope Solo,4.0,6.0,6.0,0,0.9406938048345309
13,3,David Arquette,4.0,7.0,7.0,0,0.8973672081470485
13,3,Nancy Grace,9.0,8.0,8.0,0,0.8320008592671563
13,3,Carson Kressley,8.0,10.0,9.0,0,0.8026531921827276
13,3,Chaz Bono,10.0,9.0,10.0,1,0.7164246715902377
13,4,Ricki Lake,1.0,5.0,1.0,0,1.0
13,4,J.R. Martinez,2.0,2.0,2.0,0,0.9899554364167631
13,4,Rob Kardashian,3.0,1.0,3.0,0,0.9689626627569793
13,4,Hope Solo,3.0,4.0,4.0,0,0.927262242447962
13,4,Chynna Phillips,6.0,3.0,5.0,0,0.8792141470938333
13,4,David Arquette,5.0,7.0,6.0,0,0.8681056263683362
13,4,Nancy Grace,6.0,6.0,7.0,0,0.8302156409021693
13,4,Chaz Bono,6.0,8.0,8.0,0,0.7659695502542163
13,4,Carson Kressley,9.0,9.0,9.0,1,0.7001695286721216
13,5,J.R. Martinez,1.0,4.0,1.0,0,1.0
13,5,Rob Kardashian,2.0,1.0,2.0,0,0.9924036083360063
13,5,Ricki Lake,4.0,2.0,3.0,0,0.9319879338159666
13,5,Hope Solo,4.0,3.0,4.0,0,0.9296482507321677
13,5,David Arquette,2.0,5.0,5.0,0,0.9196843286693996
13,5,Nancy Grace,6.0,6.0,6.0,0,0.8571283693984831
13,5,Chaz Bono,7.0,7.0,7.0,0,0.7253617898260336
13,5,Carson Kressley,8.0,8.0,8.0,1,0.6529277384927958
13,6,Ricki Lake,1.0,2.0,1.0,0,0.9986081026201195
13,6,J.R. Martinez,1.0,3.0,2.0,0,0.9938934104835415
13,6,Rob Kardashian,5.0,1.0,3.0,0,0.8957632057355425
13,6,Nancy Grace,3.0,4.0,4.0,0,0.8810677124095492
13,6,David Arquette,4.0,5.0,5.0,0,0.8619100046527415
13,6,Hope Solo,6.0,6.0,6.0,0,0.7887644577154205
13,6,Chaz Bono,7.0,7.0,7.0,1,0.635037215050494
13,7,Rob Kardashian,2.0,1.0,1.0,0,0.9044794057582308
13,7,Ricki Lake,1.0,2.0,2.0,0,0.9031847066830919
13,7,J.R. Martinez,4.0,3.0,3.0,0,0.8549654696700699
13,7,Hope Solo,3.0,4.0,4.0,0,0.7978991024275963
13,7,David Arquette,5.0,6.0,5.0,0,0.7513404041938629
13,7,Nancy Grace,6.0,5.0,6.0,1,0.7267039293232804
13,8,J.R. Martinez,1.0,2.0,1.0,0,0.8804785966208437
13,8,Ricki Lake,2.0,1.0,2.0,0,0.8691826021600523
13,8,Rob Kardashian,4.0,3.0,3.0,0,0.7963212790651812
13,8,Hope Solo,2.0,4.0,4.0,0,0.7942302195284879
13,8,Nancy Grace,5.0,5.0,5.0,1,0.6609136728766725
13,9,Ricki Lake,1.0,1.0,1.0,0,0.9564872055771937
13,9,Rob Kardashian,2.0,3.0,2.0,0,0.883036404413307
13,9,J.R. Martinez,3.0,2.0,3.0,0,0.8409427048520384
13,9,Hope Solo,4.0,4.0,4.0,1,0.7072612056242504
13,10,J.R. Martinez,2.0,1.0,1.0,0,0.3125428178820481
13,10,Rob Kardashian,1.0,2.0,3.0,1,0.2871712870763945
13,10,Ricki Lake,3.0,3.0,3.0,1,0.2743425989842946
14,1,Jaleel White,1.0,8.0,1.0,0,1.0
14,1,Katherine Jenkins,1.0,8.0,1.0,0,1.0
14,1,William Levy,3.0,5.0,1.0,0,1.0
14,1,Gladys Knight,4.0,1.0,4.0,0,0.996458652779417
14,1,Jack Wagner,4.0,1.0,4.0,0,0.996458652779417
14,1,Roshon Fegan,4.0,1.0,4.0,0,0.996458652779417
14,1,Sherri Sheperd,4.0,1.0,4.0,0,0.996458652779417
14,1,Donald Driver,8.0,6.0,8.0,0,0.8969442299712295
14,1,Maria Menounos,8.0,6.0,8.0,0,0.8969442299712295
14,1,Gavin DeGraw,10.0,10.0,10.0,0,0.840689749134921
14,1,Martina Navratilova,10.0,10.0,10.0,0,0.840689749134921
14,1,Melissa Gilbert,10.0,10.0,10.0,0,0.840689749134921
14,2,Katherine Jenkins,1.0,8.0,1.0,0,1.0
14,2,Roshon Fegan,1.0,8.0,1.0,0,1.0
14,2,Maria Menounos,3.0,6.0,1.0,0,1.0
14,2,William Levy,3.0,6.0,1.0,0,1.0
14,2,Jaleel White,7.0,1.0,1.0,0,1.0
14,2,Sherri Sheperd,6.0,2.0,6.0,0,0.9859318313330567
14,2,Donald Driver,5.0,4.0,7.0,0,0.9843748739128816
14,2,Jack Wagner,8.0,5.0,8.0,0,0.9192510670750433
14,2,Gladys Knight,11.0,3.0,9.0,0,0.8960716628014764
14,2,Gavin DeGraw,8.0,10.0,10.0,0,0.8455282719305376
14,2,Melissa Gilbert,10.0,12.0,11.0,0,0.788736549513317
14,2,Martina Navratilova,12.0,11.0,12.0,1,0.7437977353544023
14,3,Katherine Jenkins,1.0,6.0,1.0,0,1.0
14,3,Maria Menounos,3.0,3.0,2.0,0,0.9924893075396819
14,3,William Levy,2.0,5.0,3.0,0,0.990049099272867
14,3,Roshon Fegan,5.0,1.0,4.0,0,0.9840732939275314
14,3,Jaleel White,5.0,2.0,5.0,0,0.9736626885948785
14,3,Donald Driver,4.0,4.0,6.0,0,0.9711565440762329
14,3,Sherri Sheperd,7.0,7.0,7.0,0,0.8914486700538489
14,3,Jack Wagner,7.0,8.0,8.0,0,0.8890555573953136
14,3,Gladys Knight,7.0,9.0,9.0,0,0.8487235834640322
14,3,Gavin DeGraw,7.0,10.0,10.0,0,0.8384724452269348
14,3,Melissa Gilbert,7.0,11.0,11.0,1,0.7944740037143188
14,4,Donald Driver,1.0,4.0,1.0,0,1.0
14,4,Maria Menounos,2.0,1.0,1.0,0,1.0
14,4,Roshon Fegan,2.0,1.0,1.0,0,1.0
14,4,Katherine Jenkins,4.0,6.0,4.0,0,0.9274773371174887
14,4,Jaleel White,6.0,3.0,5.0,0,0.9106320766036519
14,4,William Levy,6.0,5.0,6.0,0,0.901307263722174
14,4,Gavin DeGraw,5.0,7.0,7.0,0,0.8696325994557224
14,4,Melissa Gilbert,6.0,9.0,8.0,0,0.8021532810981222
14,4,Sherri Sheperd,9.0,8.0,9.0,0,0.7930227929787417
14,4,Gladys Knight,10.0,10.0,10.0,1,0.7436935688705395
14,5,Katherine Jenkins,1.0,4.0,1.0,0,1.0
14,5,William Levy,1.0,4.0,1.0,0,1.0
14,5,Donald Driver,3.0,1.0,1.0,0,1.0
14,5,Maria Menounos,3.0,3.0,4.0,0,0.9753153008085936
14,5,Roshon Fegan,5.0,2.0,5.0,0,0.9670815277039017
14,5,Jaleel White,6.0,6.0,6.0,0,0.8739378902762682
14,5,Gladys Knight,7.0,8.0,7.0,0,0.7315104671393728
14,5,Gavin DeGraw,9.0,7.0,8.0,0,0.7285467577802026
14,5,Melissa Gilbert,8.0,9.0,9.0,1,0.6970406531413729
14,6,Katherine Jenkins,1.0,6.0,1.0,0,1.0
14,6,Jaleel White,2.0,5.0,1.0,0,1.0
14,6,William Levy,3.0,4.0,1.0,0,1.0
14,6,Donald Driver,4.0,3.0,1.0,0,1.0
14,6,Maria Menounos,6.0,1.0,5.0,0,0.9886540654384184
14,6,Roshon Fegan,7.0,2.0,6.0,0,0.9196860625732802
14,6,Melissa Gilbert,5.0,7.0,7.0,0,0.806092339758945
14,6,Gladys Knight,8.0,8.0,8.0,1,0.664993151013936
14,7,Maria Menounos,1.0,1.0,1.0,0,0.9459876583133449
14,7,Katherine Jenkins,2.0,2.0,2.0,0,0.8998054342432193
14,7,Donald Driver,3.0,3.0,3.0,0,0.8852712504256446
14,7,William Levy,3.0,5.0,4.0,0,0.8619370436833403
14,7,Roshon Fegan,5.0,4.0,5.0,0,0.8564538480339805
14,7,Jaleel White,6.0,6.0,6.0,0,0.7824889773061219
14,7,Melissa Gilbert,7.0,7.0,7.0,1,0.6461208454594779
14,8,Donald Driver,3.0,1.0,1.0,0,0.8431135444851026
14,8,Katherine Jenkins,3.0,3.0,2.0,0,0.8176546552437631
14,8,William Levy,1.0,4.0,3.0,0,0.8143858736601334
14,8,Maria Menounos,5.0,2.0,4.0,0,0.811302924588119
14,8,Roshon Fegan,2.0,5.0,6.0,1,0.7982874501447664
14,8,Melissa Gilbert,6.0,6.0,6.0,1,0.5651245896065984
14,9,Donald Driver,3.0,1.0,1.0,0,0.8591267655530948
14,9,William Levy,2.0,2.0,2.0,0,0.8372203045474066
14,9,Maria Menounos,1.0,3.0,3.0,0,0.8129532993812397
14,9,Katherine Jenkins,4.0,4.0,4.0,1,0.7877565209042294
14,10,Donald Driver,2.0,1.0,1.0,0,0.3691148621845519
14,10,Katherine Jenkins,1.0,3.0,3.0,1,0.3052881314327165
14,10,William Levy,2.0,2.0,3.0,1,0.34700108086843695
15,1,Emmitt Smith,1.0,8.0,1.0,0,1.0
15,1,Gilles Marini,2.0,4.0,1.0,0,1.0
15,1,Shawn Johnson,4.0,1.0,3.0,0,0.9884189984087794
15,1,Sabrina Bryan,3.0,3.0,4.0,0,0.9800983597583399
15,1,Apolo Anton Ohno,4.0,2.0,5.0,0,0.9710502700775601
15,1,Drew Lachey,6.0,5.0,6.0,0,0.9386238169420028
15,1,Helio Castroneves,6.0,5.0,6.0,0,0.9386238169420028
15,1,Kelly Monaco,6.0,5.0,6.0,0,0.9386238169420028
15,1,Melissa Rycroft,9.0,9.0,9.0,0,0.8828190003516683
15,1,Joey Fatone,10.0,10.0,10.0,0,0.8356126091961398
15,1,Bristol Palin,11.0,13.0,11.0,0,0.7986800838993121
15,1,Kirstie Alley,12.0,12.0,12.0,0,0.7896319942185321
15,1,Pamela Anderson,13.0,11.0,13.0,1,0.7496989844271652
15,2,Sabrina Bryan,1.0,4.0,1.0,0,1.0
15,2,Gilles Marini,2.0,3.0,2.0,0,0.996322638815783
15,2,Shawn Johnson,3.0,5.0,3.0,0,0.9796351955781488
15,2,Melissa Rycroft,5.0,2.0,4.0,0,0.969938557632792
15,2,Emmitt Smith,7.0,1.0,5.0,0,0.9686798890975676
15,2,Apolo Anton Ohno,4.0,6.0,6.0,0,0.9651579803289589
15,2,Helio Castroneves,6.0,7.0,7.0,0,0.9216921671291042
15,2,Drew Lachey,7.0,8.0,8.0,0,0.898901068587752
15,2,Kelly Monaco,10.0,9.0,9.0,0,0.8790306589910488
15,2,Joey Fatone,7.0,10.0,10.0,0,0.8734026444515539
15,2,Kirstie Alley,11.0,12.0,11.0,0,0.743858753402121
15,2,Bristol Palin,12.0,11.0,12.0,1,0.7045616854357613
15,3,Melissa Rycroft,1.0,1.0,1.0,0,1.0
15,3,Shawn Johnson,3.0,2.0,2.0,0,0.9727273670326937
15,3,Kelly Monaco,1.0,7.0,3.0,0,0.9609042696091523
15,3,Sabrina Bryan,4.0,3.0,4.0,0,0.9537280475726194
15,3,Gilles Marini,4.0,4.0,5.0,0,0.9536618958949442
15,3,Emmitt Smith,8.0,5.0,6.0,0,0.9394656741243964
15,3,Apolo Anton Ohno,4.0,6.0,7.0,0,0.9348913711198042
15,3,Helio Castroneves,4.0,8.0,8.0,0,0.9250244051016308
15,3,Drew Lachey,9.0,9.0,9.0,0,0.8294033657259341
15,3,Kirstie Alley,9.0,10.0,11.0,1,0.7305939750470553
15,3,Bristol Palin,11.0,11.0,11.0,1,0.6806167456624334
15,4,Gilles Marini,1.0,2.0,1.0,0,0.9666640041140077
15,4,Shawn Johnson,1.0,3.0,2.0,0,0.9627728873497805
15,4,Melissa Rycroft,4.0,1.0,3.0,0,0.9617824465330305
15,4,Kelly Monaco,3.0,5.0,4.0,0,0.9147694713980143
15,4,Sabrina Bryan,6.0,4.0,5.0,0,0.9136114920333053
15,4,Emmitt Smith,5.0,6.0,6.0,0,0.894017757518667
15,4,Apolo Anton Ohno,7.0,7.0,7.0,0,0.8396293199200706
15,4,Bristol Palin,8.0,9.0,8.0,0,0.6425119502634
15,4,Kirstie Alley,9.0,8.0,9.0,1,0.6271639913189633
15,5,Melissa Rycroft,2.0,1.0,1.0,0,0.9746762750576397
15,5,Sabrina Bryan,1.0,4.0,2.0,0,0.9475559033217911
15,5,Shawn Johnson,2.0,2.0,3.0,0,0.9464181852673665
15,5,Gilles Marini,2.0,3.0,4.0,0,0.9322664181580214
15,5,Emmitt Smith,6.0,5.0,5.0,0,0.8961397315550291
15,5,Apolo Anton Ohno,2.0,6.0,6.0,0,0.891022539926167
15,5,Kelly Monaco,8.0,7.0,7.0,0,0.8088875947763869
15,5,Kirstie Alley,7.0,8.0,8.0,0,0.6553829622990059
15,6,Melissa Rycroft,3.0,1.0,1.0,0,0.9747641180720688
15,6,Sabrina Bryan,1.0,3.0,2.0,0,0.944398616308492
15,6,Shawn Johnson,4.0,2.0,3.0,0,0.9264651736886116
15,6,Gilles Marini,5.0,4.0,4.0,0,0.9046191548721042
15,6,Apolo Anton Ohno,1.0,5.0,5.0,0,0.8944466212185961
15,6,Emmitt Smith,8.0,6.0,6.0,0,0.8177540843390397
15,6,Kelly Monaco,7.0,7.0,7.0,0,0.7605742649934071
15,6,Kirstie Alley,5.0,8.0,8.0,1,0.6887012612181798
15,7,Melissa Rycroft,1.0,3.0,1.0,0,1.0
15,7,Shawn Johnson,2.0,1.0,2.0,0,0.9935980299939178
15,7,Gilles Marini,5.0,2.0,3.0,0,0.9359971666363697
15,7,Emmitt Smith,4.0,4.0,4.0,0,0.8982654946358561
15,7,Kelly Monaco,3.0,6.0,5.0,0,0.8533576073607423
15,7,Apolo Anton Ohno,6.0,5.0,6.0,0,0.8434110568027895
15,7,Kirstie Alley,7.0,7.0,7.0,0,0.6085950427624538
15,8,Melissa Rycroft,1.0,1.0,1.0,0,0.9471860619340926
15,8,Gilles Marini,2.0,2.0,2.0,0,0.905989836195077
15,8,Shawn Johnson,6.0,3.0,3.0,0,0.8363697900458401
15,8,Apolo Anton Ohno,2.0,4.0,4.0,0,0.8227806868482258
15,8,Emmitt Smith,4.0,5.0,5.0,0,0.8159602659340331
15,8,Kelly Monaco,5.0,6.0,7.0,1,0.7504452671133448
15,8,Kirstie Alley,7.0,7.0,7.0,1,0.540936552877719
15,9,Melissa Rycroft,2.0,1.0,1.0,0,0.8601057865812288
15,9,Shawn Johnson,1.0,2.0,2.0,0,0.7856205310187003
15,9,Apolo Anton Ohno,3.0,3.0,3.0,0,0.7350311664312101
15,9,Kelly Monaco,4.0,5.0,5.0,1,0.6308502081715301
15,9,Emmitt Smith,5.0,4.0,5.0,1,0.6647101363347787
15,10,Melissa Rycroft,1.0,1.0,1.0,0,0.38128377731235763
15,10,Kelly Monaco,2.0,3.0,3.0,1,0.16297951165022972
15,10,Shawn Johnson,3.0,2.0,3.0,1,0.23717311131082097
16,1,Zendaya,1.0,12.0,1.0,0,1.0
16,1,Alexandra Raisman,2.0,3.0,1.0,0,1.0
16,1,Dorothy Hamill,2.0,3.0,1.0,0,1.0
16,1,Kellie Pickler,2.0,3.0,1.0,0,1.0
16,1,Ingo Rademacher,5.0,1.0,5.0,0,0.9872314188266429
16,1,Jacoby Jones,5.0,1.0,5.0,0,0.9872314188266429
16,1,Sean Lowe,7.0,6.0,7.0,0,0.9480278847700603
16,1,Lisa Vanderpump,8.0,7.0,8.0,0,0.9005416821257213
16,1,Victor Ortiz,8.0,7.0,8.0,0,0.9005416821257213
16,1,Wynonna Judd,8.0,7.0,8.0,0,0.9005416821257213
16,1,Andy Dick,11.0,11.0,11.0,0,0.8314625151821469
16,1,D. L. Hughley,12.0,10.0,12.0,0,0.729759665169606
16,2,Kellie Pickler,1.0,10.0,1.0,0,1.0
16,2,Zendaya,1.0,10.0,1.0,0,1.0
16,2,Alexandra Raisman,3.0,9.0,1.0,0,1.0
16,2,Jacoby Jones,4.0,5.0,1.0,0,1.0
16,2,Sean Lowe,5.0,2.0,5.0,0,0.9713346798092114
16,2,Andy Dick,5.0,3.0,6.0,0,0.9591772456021346
16,2,Ingo Rademacher,5.0,4.0,7.0,0,0.9540938792044196
16,2,Lisa Vanderpump,8.0,6.0,8.0,0,0.8674041425034981
16,2,Victor Ortiz,8.0,6.0,8.0,0,0.8674041425034981
16,2,Wynonna Judd,8.0,6.0,8.0,0,0.8674041425034981
16,2,Dorothy Hamill,12.0,1.0,11.0,0,0.8667830449821539
16,2,D. L. Hughley,11.0,12.0,12.0,1,0.7297275472995061
16,3,Jacoby Jones,1.0,7.0,1.0,0,1.0
16,3,Zendaya,1.0,7.0,1.0,0,1.0
16,3,Kellie Pickler,3.0,3.0,1.0,0,1.0
16,3,Alexandra Raisman,4.0,1.0,4.0,0,0.9838216275914613
16,3,Victor Ortiz,4.0,2.0,5.0,0,0.9792278821825099
16,3,Lisa Vanderpump,6.0,4.0,6.0,0,0.9120930131791052
16,3,Sean Lowe,6.0,5.0,7.0,0,0.9113736611144692
16,3,Ingo Rademacher,6.0,6.0,8.0,0,0.9059096514143237
16,3,Andy Dick,9.0,10.0,9.0,0,0.793599708331276
16,3,Wynonna Judd,11.0,9.0,10.0,0,0.7605612016959958
16,3,D. L. Hughley,10.0,11.0,11.0,1,0.6855769116269695
16,4,Alexandra Raisman,1.0,5.0,1.0,0,1.0
16,4,Kellie Pickler,2.0,2.0,1.0,0,1.0
16,4,Zendaya,2.0,2.0,1.0,0,1.0
16,4,Jacoby Jones,4.0,1.0,4.0,0,0.9627550624421836
16,4,Ingo Rademacher,5.0,4.0,5.0,0,0.9225410113288001
16,4,Sean Lowe,8.0,6.0,6.0,0,0.8405585965867465
16,4,Andy Dick,6.0,9.0,7.0,0,0.816860002071374
16,4,Victor Ortiz,9.0,7.0,8.0,0,0.7904524051015336
16,4,Lisa Vanderpump,9.0,8.0,9.0,0,0.7852812809120195
16,4,D. L. Hughley,6.0,10.0,10.0,1,0.758689976201867
16,5,Zendaya,1.0,4.0,1.0,0,1.0
16,5,Jacoby Jones,3.0,1.0,2.0,0,0.9895274541237926
16,5,Kellie Pickler,2.0,3.0,3.0,0,0.9783052875519108
16,5,Alexandra Raisman,4.0,2.0,4.0,0,0.9605132452463271
16,5,Sean Lowe,5.0,7.0,5.0,0,0.8602865777376301
16,5,Ingo Rademacher,6.0,5.0,6.0,0,0.8459615480185138
16,5,Victor Ortiz,6.0,6.0,7.0,0,0.8197973507963549
16,5,Andy Dick,8.0,8.0,8.0,0,0.7112960629970113
16,5,D. L. Hughley,8.0,9.0,9.0,1,0.6491510422037358
16,6,Kellie Pickler,1.0,1.0,1.0,0,0.9626814854965542
16,6,Alexandra Raisman,2.0,2.0,2.0,0,0.9339872987941717
16,6,Zendaya,3.0,4.0,3.0,0,0.911929023583451
16,6,Jacoby Jones,6.0,3.0,4.0,0,0.8611937850357255
16,6,Ingo Rademacher,4.0,5.0,5.0,0,0.8569483416139033
16,6,Sean Lowe,4.0,6.0,6.0,0,0.827563444373221
16,6,Victor Ortiz,8.0,7.0,7.0,0,0.7324849766466361
16,6,Andy Dick,7.0,8.0,8.0,1,0.6823940115740478
16,7,Alexandra Raisman,1.0,2.0,1.0,0,1.0
16,7,Kellie Pickler,3.0,1.0,2.0,0,0.9593146554011855
16,7,Zendaya,2.0,4.0,3.0,0,0.9516341141544058
16,7,Jacoby Jones,4.0,3.0,4.0,0,0.9034414161775562
16,7,Ingo Rademacher,5.0,5.0,5.0,0,0.8647433748595766
16,7,Sean Lowe,6.0,6.0,6.0,0,0.7700518983772888
16,7,Andy Dick,7.0,7.0,7.0,1,0.5634255879729996
16,8,Zendaya,1.0,2.0,1.0,0,0.9240615946096555
16,8,Kellie Pickler,3.0,1.0,2.0,0,0.9199975368707992
16,8,Alexandra Raisman,2.0,3.0,3.0,0,0.9042549931504187
16,8,Jacoby Jones,4.0,4.0,4.0,0,0.869139457314428
16,8,Ingo Rademacher,5.0,5.0,5.0,0,0.7589644599653406
16,8,Sean Lowe,6.0,6.0,6.0,1,0.6500252939028777
16,9,Alexandra Raisman,1.0,1.0,1.0,0,0.8676303352892873
16,9,Jacoby Jones,1.0,2.0,2.0,0,0.8631895978153893
16,9,Kellie Pickler,3.0,3.0,3.0,0,0.841668464174986
16,9,Zendaya,4.0,4.0,4.0,0,0.7924128017336549
16,9,Ingo Rademacher,5.0,5.0,5.0,1,0.672682546972061
16,10,Alexandra Raisman,3.0,1.0,1.0,0,0.3615790507885298
16,10,Kellie Pickler,1.0,2.0,4.0,1,0.33827767183473445
16,10,Zendaya,1.0,3.0,4.0,1,0.31945570108286947
16,10,Jacoby Jones,4.0,4.0,4.0,1,0.27924987324195283
17,1,Amber Riley,1.0,12.0,1.0,0,1.0
17,1,Corbin Bleu,2.0,7.0,1.0,0,1.0
17,1,Elizabeth Berkley Lauren,2.0,7.0,1.0,0,1.0
17,1,Jack Osbourne,4.0,3.0,1.0,0,1.0
17,1,"Nicole ""Snooki"" Polizzi",4.0,3.0,1.0,0,1.0
17,1,Brant Daugherty,6.0,1.0,6.0,0,0.9983397846280295
17,1,Christina Milian,6.0,1.0,6.0,0,0.9983397846280295
17,1,Leah Remini,8.0,5.0,8.0,0,0.9380288958764245
17,1,Valerie Harper,8.0,5.0,8.0,0,0.9380288958764245
17,1,Bill Engvall,10.0,11.0,10.0,0,0.8335587366609926
17,1,Keyshawn Johnson,11.0,10.0,11.0,0,0.8282872434066987
17,1,Bill Nye,12.0,9.0,12.0,0,0.7748000717732813
17,2,Corbin Bleu,1.0,8.0,1.0,0,1.0
17,2,Christina Milian,2.0,5.0,1.0,0,1.0
17,2,Elizabeth Berkley Lauren,2.0,5.0,1.0,0,1.0
17,2,Amber Riley,4.0,2.0,1.0,0,1.0
17,2,Leah Remini,4.0,2.0,1.0,0,1.0
17,2,Brant Daugherty,7.0,4.0,6.0,0,0.9693366911429493
17,2,Jack Osbourne,4.0,7.0,7.0,0,0.9690952731303819
17,2,"Nicole ""Snooki"" Polizzi",9.0,1.0,8.0,0,0.9558301276768149
17,2,Bill Engvall,8.0,10.0,9.0,0,0.8704052995513365
17,2,Valerie Harper,10.0,9.0,10.0,0,0.8337280476340821
17,2,Bill Nye,12.0,11.0,11.0,0,0.7280833585918001
17,2,Keyshawn Johnson,11.0,12.0,12.0,1,0.7216808963777201
17,3,Brant Daugherty,1.0,8.0,1.0,0,1.0
17,3,Christina Milian,2.0,5.0,1.0,0,1.0
17,3,Corbin Bleu,2.0,5.0,1.0,0,1.0
17,3,Elizabeth Berkley Lauren,4.0,1.0,1.0,0,1.0
17,3,"Nicole ""Snooki"" Polizzi",4.0,1.0,1.0,0,1.0
17,3,Amber Riley,6.0,3.0,6.0,0,0.9751460502885055
17,3,Leah Remini,6.0,4.0,7.0,0,0.9651848324929158
