season,week,celebrity_name,vote_mean,vote_std,vote_ci_lower,vote_ci_upper,vote_ci_width,coefficient_of_variation,relative_ci_width
9,7,Mark Dacascos,556349.1800994293,15029.162887821705,524343.1885378434,585589.4604206354,61246.271882792,0.02701390318421199,0.11008602883506761
9,7,Michael Irvin,420238.00437075796,35052.164816563294,347289.38470713067,485154.4503002565,137865.06559312582,0.08341026859064911,0.328064249685265
9,7,Mya,638476.0950071075,11330.996733422651,617274.3054821658,660131.4658352272,42857.160353061394,0.017746939661533477,0.06712414245138545
9,8,Aaron Carter,772414.3398172517,10867.91998230022,750395.4597929723,791962.2727690437,41566.81297607138,0.014070065018305461,0.05381413942406329
9,8,Donny Osmond,772603.5326772454,7953.104079595365,756392.9439472988,787263.3157474982,30870.371800199384,0.01029390074367906,0.03995629128594143
9,8,Joanna Krupa,834017.7985313195,14320.067180039614,803861.8362726357,861120.4221874655,57258.585914829746,0.017169977913249364,0.0686539136402849
9,8,Kelly Osbourne,832223.511615086,21557.69709076709,793105.1165313729,874313.4170535542,81208.30052218132,0.025903734741800712,0.09757991619893239
9,8,Mya,880652.5819623409,18377.005637113565,848014.8363935124,918291.5894390476,70276.75304553518,0.020867486240901543,0.07980076875371088
9,9,Donny Osmond,899312.1423407064,17399.880686243996,862379.9552084875,930840.3241209813,68460.36891249381,0.01934798816454989,0.07612525806035148
9,9,Joanna Krupa,1037528.0856036361,9721.271280784458,1017665.571372025,1056684.8182073256,39019.2468353007,0.009369646389021461,0.0376078945492827
9,9,Kelly Osbourne,996540.8354508061,14883.281364943161,967777.3861276751,1025585.8280860746,57808.44195839949,0.014934943793056306,0.05800910499793883
9,9,Mya,1081324.8188362212,21813.547683779554,1040466.9985090878,1127540.5866858684,87073.58817678061,0.020172983458621105,0.08052491412385578
9,10,Donny Osmond,1218812.7234804672,55579.36181827076,1103872.5976180003,1323135.3123550648,219262.71473706444,0.04560123204125829,0.1798986099447118
9,10,Kelly Osbourne,1161846.4368593176,72803.85009715408,1020428.8266566476,1284138.778216858,263709.9515602103,0.06266219681660869,0.22697487653623685
9,10,Mya,1556840.8392294121,56312.335179714995,1460942.3303355703,1675372.2233245368,214429.89298896655,0.03617090055755979,0.1377339851227841
10,1,Aiden Turner,345534.7567055622,6106.6156319310185,333625.903051018,356985.6801195076,23359.77706848958,0.017672941761788095,0.06760471013454361
10,1,Buzz Aldrin,343610.973494126,5857.19143390615,331839.1741740828,354208.9467482672,22369.772574184404,0.0170459964486736,0.06510203194825154
10,1,Chad Ochocinco,403724.8744141834,4552.952569182259,395026.0982436214,412617.30480264605,17591.206559024635,0.011277364506679769,0.04357226337502734
10,1,Erin Andrews,438790.7993915731,5109.300183773269,429174.75448801357,448666.23588867957,19491.481400666,0.011644045843390106,0.044420898131166085
10,1,Evan Lysacek,466186.974125881,4481.577999374074,457419.6830454525,475448.26526065206,18028.582215199538,0.009613263021295716,0.03867242805100645
10,1,Jake Pavelka,431121.0491484911,1243.117797072004,428652.92729542794,433603.1820116589,4950.254716230964,0.0028834541934969096,0.01148228490816728
10,1,Kate Gosselin,366988.2568123859,3665.1228248419766,359779.87733634474,373957.1045249476,14177.227188602847,0.009987030257253393,0.03863128295097088
10,1,Nicole Scherzinger,493583.1488601888,8396.40767327941,477276.2491090123,510420.56874929485,33144.31964028254,0.017011131139036833,0.0671504278799253
10,1,Niecy Nash,420638.1053743072,4576.082326409102,411563.54827894754,429574.7177901111,18011.16951116355,0.010878905805114945,0.042818682570701025
10,1,Pamela Anderson,455704.03035169694,5010.133830437341,446107.06996416196,464932.84355869767,18825.773594535713,0.010994271493650582,0.041311404641312076
10,1,Shannen Doherty,403724.8744141834,4552.952569182259,395026.0982436214,412617.30480264605,17591.206559024635,0.011277364506679769,0.04357226337502734
10,2,Aiden Turner,392226.757096678,4622.777111051788,383604.38305258186,400394.70481396274,16790.32176138088,0.011785981010755833,0.0428076908512448
10,2,Buzz Aldrin,297468.70535816334,10226.452812036134,278278.5184751461,317733.90500697243,39455.38653182634,0.03437824762010883,0.13263710037773754
10,2,Chad Ochocinco,381475.5432264581,6380.822073324723,368937.9861907909,393812.55443839903,24874.568247608142,0.016726687166775535,0.06520619392064585
10,2,Erin Andrews,457195.2132353657,3446.061829889296,451005.0918065939,463901.64731967944,12896.555513085565,0.007537397002700575,0.028207984553955453
10,2,Evan Lysacek,460378.22848105076,6113.924451287621,448327.1772354657,471878.1463920556,23550.96915658994,0.013280220638277362,0.05115569698917529
10,2,Jake Pavelka,438066.4495334091,6701.996914331966,424500.47259727767,450462.2437957575,25961.771198479808,0.01529904178115069,0.05926445913886367
10,2,Kate Gosselin,329542.07353428734,6949.990565515896,315809.84394592996,343197.9223746422,27388.078428712266,0.02108984291741061,0.08310950445562049
10,2,Nicole Scherzinger,515879.86050576676,12969.658993267432,492586.81210344436,542483.2144711007,49896.40236765635,0.025140851555150893,0.09672097359788014
10,2,Niecy Nash,420925.9662430302,7699.183784803499,406793.331346843,436078.01510570676,29284.68375886377,0.018291063992850035,0.06957205330011801
10,2,Pamela Anderson,455180.9672966387,3923.4532903822014,447932.08934240526,463072.3219948799,15140.23265247466,0.00861954600976387,0.03326200728996619
10,2,Shannen Doherty,421268.07858062733,3276.8299799971455,414876.1366492337,428395.7496612885,13519.613012054819,0.007778491052627874,0.03209265951886566
10,3,Aiden Turner,436656.34068836155,4804.681963628108,427760.43747072853,445174.9335481179,17414.49607738934,0.011003348665574914,0.03988146845626121
10,3,Buzz Aldrin,326036.2434986653,9862.510672519353,305820.5036444372,343376.98442226707,37556.480777829885,0.030249737166290615,0.11519112223480035
10,3,Chad Ochocinco,436109.17537161347,4591.947967637859,427626.3899444442,444726.3481083771,17099.958163932897,0.010529354177712516,0.039210269193171256
10,3,Erin Andrews,503547.65497209894,4024.3424303699503,496030.1929166514,512050.1526956527,16019.959779001307,0.007991979290605444,0.03181418803328347
10,3,Evan Lysacek,529446.8684183883,6391.009735042142,517789.54448290716,542100.7355949635,24311.191112056375,0.012071106878267021,0.04591809407557924
10,3,Jake Pavelka,468787.96006066527,5789.961940954003,457629.35719994205,479328.60909450956,21699.25189456751,0.012350918611913009,0.04628798890602787
10,3,Kate Gosselin,335826.4910816087,9243.818115373433,318119.5769213395,352488.08678146667,34368.509860127175,0.02752557752547016,0.10234007969244849
10,3,Nicole Scherzinger,526013.626254019,12600.405091448347,501388.9420663676,551378.7082683474,49989.76620197983,0.023954522207307694,0.09503511640559499
10,3,Niecy Nash,463610.11680715194,7173.569247204919,450464.3385684365,477587.6030502363,27123.264481799793,0.01547328021357418,0.058504470671597246
10,3,Pamela Anderson,466122.385542099,6583.205764053086,454411.9611401293,479561.95285077917,25149.99171064986,0.014123341783718102,0.053955768894043764
10,4,Aiden Turner,409286.832918066,7726.440118131111,395036.64378358005,425355.9139417426,30319.270158162573,0.018877812567397803,0.07407829355759438
10,4,Chad Ochocinco,513413.66288981424,8905.291485873688,495439.2093544087,531129.1522249084,35689.942870499624,0.01734525613469092,0.06951498460250206
10,4,Erin Andrews,503384.34474889864,7615.769275855106,487938.12961915374,517761.3542566415,29823.224637487787,0.015129134140343701,0.05924543531913849
10,4,Evan Lysacek,580321.3595415966,8699.917644361238,564650.4770265332,599089.020979233,34438.54395269975,0.014991551665844965,0.05934391934135115
10,4,Jake Pavelka,493797.7094879309,5303.812400107031,483934.93082919216,504879.37473157595,20944.44390238379,0.01074086067674776,0.04241502846196516
10,4,Kate Gosselin,354338.2005214667,13893.466559630151,326944.96691079467,380377.1354300113,53432.16851921665,0.03920962103206383,0.15079426502867166
10,4,Nicole Scherzinger,551766.5510453102,8796.314767332757,536201.8625850142,570406.3383124596,34204.475727445446,0.015942094986853266,0.061990846785920206
10,4,Niecy Nash,464317.3806079059,7923.41234435372,448764.5009022992,479190.6952710096,30426.194368710392,0.01706464731942625,0.06552887236070079
10,4,Pamela Anderson,544079.8405348589,6258.19467649461,533110.8661558465,556826.0944894508,23715.22833360429,0.011502346182028134,0.04358777254141779
10,5,Chad Ochocinco,491126.8301846785,7985.113400025127,474819.1002830655,506844.8716299539,32025.77134688839,0.016258760281987614,0.06520875948651743
10,5,Erin Andrews,580095.6431666539,5233.131365382396,570733.9857702744,590615.6875896609,19881.70181938645,0.00902115267891951,0.03427314452984901
10,5,Evan Lysacek,622192.8510659501,10773.281680121132,601581.6700645923,643438.5648268326,41856.89476224035,0.017315020032236283,0.06727318497878992
10,5,Jake Pavelka,587427.825078588,6605.591429336452,574154.5569713268,600644.5000592555,26489.943087928696,0.011244941331222665,0.04509480476922384
10,5,Kate Gosselin,345638.5300406674,20340.323318707415,305985.30185967317,382131.1386572469,76145.83679757372,0.05884854132528048,0.2203048276724661
10,5,Nicole Scherzinger,640499.315085326,12626.570258904456,617483.5158994063,665127.8246217844,47644.308722378104,0.019713635848654064,0.07438619776826932
10,5,Niecy Nash,501167.8745479437,10694.88116273646,481167.99722643255,521945.1252766638,40777.12805023126,0.021339917632157295,0.0813642097211687
10,5,Pamela Anderson,569106.0327275129,9702.882664316749,550717.3625187218,587875.5719104301,37158.20939170825,0.017049340731488036,0.0652922430177428
10,6,Chad Ochocinco,591769.094057494,9606.099557340713,573756.4003202267,611144.7444007142,37388.3440804875,0.016232851045795613,0.0631806298367704
10,6,Erin Andrews,671478.9018782718,12344.401315070156,647347.9958761164,694353.2901476632,47005.294271546765,0.018383900492688888,0.07000263767046556
10,6,Evan Lysacek,607865.8194192711,15749.168627769715,577131.9908945735,640435.5147803318,63303.523885758244,0.025908955767270803,0.10414062094531934
10,6,Jake Pavelka,537517.1795580535,8675.74529434338,520562.98358471744,553027.9408150609,32464.957230343425,0.016140405598713284,0.0603979899898941
10,6,Nicole Scherzinger,707010.9034600387,15841.228371431867,676442.5743044127,738739.5740203343,62296.999715921585,0.02240591806138565,0.08811320930277945
10,6,Niecy Nash,520689.4486422188,12977.09173063984,495875.03359981807,544514.3404668567,48639.30686703866,0.024922901288819445,0.09341327540604759
10,6,Pamela Anderson,623472.5744879968,4477.539269424257,615351.0624633378,632527.5603130469,17176.49784970912,0.00718161383939184,0.027549724803556386
10,7,Chad Ochocinco,699345.1120467031,15005.429713981242,668755.9414596321,727169.2159421133,58413.27448248118,0.02145640179004949,0.08352567777521018
10,7,Erin Andrews,697367.0164601398,13450.031652059697,670265.0484782507,722703.6897450621,52438.641266811406,0.01928687668701704,0.0751951842130301
10,7,Evan Lysacek,776396.8394133644,28315.78498327042,721595.5918852584,831084.5945273464,109489.00264208799,0.03647076281849043,0.14102195820994903
10,7,Nicole Scherzinger,729978.4223285374,14403.362061157923,702996.1604092966,757675.97234945,54679.81194015336,0.019731216184737416,0.07490606608032575
10,7,Niecy Nash,586455.7967276062,17868.806284793576,549602.7655541509,619343.0253260529,69740.259771902,0.030469144280780607,0.11891818643629944
10,7,Pamela Anderson,692809.7541111598,8757.992732426515,675112.2244975617,709179.9507779722,34067.72628041054,0.012641266495536832,0.04917327748094096
10,8,Chad Ochocinco,742521.9040061393,17531.402343545007,705778.9494915239,774050.7692241822,68271.81973265833,0.023610619766174675,0.09194586632974783
10,8,Erin Andrews,881639.1064966525,15235.750422713807,852717.4575016621,912849.5249384975,60132.06743683538,0.017281164492867984,0.06820485501803646
10,8,Evan Lysacek,924058.8376340673,26372.883170052006,873618.3707184494,974224.2963416822,100605.92562323285,0.028540263991821507,0.10887393911065367
10,8,Nicole Scherzinger,924698.918096423,20896.474621905083,887136.6100788472,966406.9707326682,79270.36065382103,0.022598138932532093,0.0857255903543245
10,8,Niecy Nash,631983.1944430873,25921.702787408347,577619.286526957,683004.5540490226,105385.26752206567,0.04101644318287755,0.16675327516411678
10,9,Chad Ochocinco,851261.7813324934,20758.150714672065,806399.0454635927,887393.8467870287,80994.80132343597,0.024385155271717952,0.09514676107818859
10,9,Erin Andrews,1031530.6278086844,9613.127870042514,1013649.3781032738,1051474.9560276761,37825.577924402314,0.009319284964387348,0.03666936967713356
10,9,Evan Lysacek,1072738.16735471,18011.38449068186,1038500.3054778408,1108291.4937966745,69791.18831883371,0.016790103157321747,0.06505892159214716
10,9,Nicole Scherzinger,1071920.403773485,7789.446118580427,1055552.4175409041,1086861.1886480856,31308.77110718144,0.0072668139268169665,0.02920811190547831
10,10,Erin Andrews,1325115.5338425003,34584.74460635334,1253959.1107447124,1388563.119848754,134604.00910404162,0.026099418294543965,0.10157907417606372
10,10,Evan Lysacek,1167588.9594700213,59004.62203889494,1051572.826125569,1279266.844947161,227694.01882159198,0.05053544019950107,0.19501213759758765
10,10,Nicole Scherzinger,1457295.5062636163,34024.73737906869,1395192.4598893735,1532245.7466101465,137053.28672077297,0.02334786406245448,0.09404632494350176
11,1,Audrina Patridge,402309.15105527337,2427.032521018235,397753.66651575797,406811.25997293956,9057.593457181589,0.006032754946418766,0.022514013000756138
11,1,Brandy,440980.8852887257,5043.94483072989,431683.91693052364,451224.05795091804,19540.141020394396,0.011438012392368076,0.044310630397507544
11,1,Bristol Palin,376642.48109881184,3250.444775826951,370225.9085271837,382949.9146533513,12724.006126167602,0.008630053536032755,0.0337827164080025
11,1,David Hasselhoff,327183.20383500576,5045.39067658253,317082.58886147075,336619.3448377091,19536.755976238346,0.015420689746429819,0.059711977104088994
11,1,Florence Henderson,376642.48109881184,3250.444775826951,370225.9085271837,382949.9146533513,12724.006126167602,0.008630053536032755,0.0337827164080025
11,1,Jennifer Grey,442786.66145337897,6454.919789534183,430612.6865379469,454616.4668720132,24003.78033406625,0.01457794543391823,0.054210712344580435
11,1,Kurt Warner,411527.40494971466,6665.7370629124625,398694.5568780864,424248.4506329335,25553.893754847115,0.016197553267994297,0.06209524189031735
11,1,Kyle Massey,440980.8852887257,5043.94483072989,431683.91693052364,451224.05795091804,19540.141020394396,0.011438012392368076,0.044310630397507544
11,1,Margaret Cho,327183.20383500576,5045.39067658253,317082.58886147075,336619.3448377091,19536.755976238346,0.015420689746429819,0.059711977104088994
11,1,Michael Bolton,363812.6748750641,4603.057668417941,355086.4683887113,372378.85601689544,17292.387628184166,0.012652274058342428,0.047531020281584464
11,1,Rick Fox,424532.4692267055,3546.335962631364,417768.2433526954,432034.90188798873,14266.658535293303,0.008353509377247603,0.03360557688621629
11,1,The Situation,327183.20383500576,5045.39067658253,317082.58886147075,336619.3448377091,19536.755976238346,0.015420689746429819,0.059711977104088994
11,2,Audrina Patridge,474999.1684537645,8243.33563757362,459302.05912973365,491333.3318046991,32031.27267496544,0.017354421197004706,0.06743437631529939
11,2,Brandy,436900.6122717494,6613.5353464418995,424934.2529299352,450794.1784093979,25859.92547946272,0.015137390886347218,0.05918949242254211
11,2,Bristol Palin,460140.48695363424,6771.2485904868045,447463.11705368804,472832.06261361623,25368.945559928194,0.014715611389286648,0.05513304366647588
11,2,Florence Henderson,405401.42589828384,6136.6509317903065,393717.64982550294,417644.74409576366,23927.094270260714,0.015137220887155948,0.05902074522121705
11,2,Jennifer Grey,468324.59636500786,7580.178448703723,453625.79483154777,481832.8002651107,28207.00543356291,0.016185736362212762,0.06022960496308981
11,2,Kurt Warner,409588.5290279662,11081.620660940123,387705.25859770045,432204.93342369754,44499.67482599709,0.027055495639096584,0.10864482687443307
11,2,Kyle Massey,459968.4323270936,6267.865421203455,448028.480108979,472203.81408945535,24175.333980476367,0.013626729533356844,0.05255868072982182
11,2,Margaret Cho,351600.18605860363,7671.49426218709,336660.012884236,365297.0308703456,28637.017986109597,0.021818800348724583,0.08144767585912616
11,2,Michael Bolton,340609.33218161843,11600.404842966005,317428.68524361844,364210.20770165743,46781.52245803899,0.03405780096706358,0.1373465669845309
11,2,Rick Fox,424935.67180953367,5111.449106267865,415778.43918634934,435382.8117336994,19604.372547350067,0.012028759752038279,0.046134918407455365
11,2,The Situation,351600.18605860363,7671.49426218709,336660.012884236,365297.0308703456,28637.017986109597,0.021818800348724583,0.08144767585912616
11,3,Audrina Patridge,523442.4480458268,9179.951645953362,505951.8932447787,540622.5352491561,34670.64200437738,0.01753765228675086,0.06623582427029687
11,3,Brandy,482831.62306204083,5281.534530982329,473277.30759573303,493534.98358440824,20257.67598867521,0.010938667391931958,0.041955984283308274
11,3,Bristol Palin,425999.39627416723,7093.341167539452,411723.5636452842,439093.10048564494,27369.536840360728,0.016651059202380365,0.06424783011369828
11,3,Florence Henderson,430348.3326902698,6661.790468666531,416456.7781592646,443797.9979335637,27341.219774299127,0.015479996000033658,0.06353276566305914
11,3,Jennifer Grey,491192.83218255936,6864.81400963026,477649.4889925487,504071.6028261969,26422.113833648153,0.013975802495177386,0.053791733312240124
11,3,Kurt Warner,453406.00901800086,8454.713210042533,437225.0873474818,470577.2624635065,33352.17511602468,0.018647113275701798,0.07355918195318967
11,3,Kyle Massey,485658.2700021271,6773.104927508417,471906.0117946879,498194.1573355317,26288.145540843834,0.01394623616206258,0.05412889507827942
11,3,Margaret Cho,338210.5360694137,10693.289554495483,317459.4167519111,357468.43336126575,40009.01660935464,0.031617257341447255,0.1182961863764743
11,3,Rick Fox,480877.17935783433,5359.820113954758,470148.81248230336,490546.86462748173,20398.05214517837,0.011145923208733439,0.04241842412322004
11,3,The Situation,394405.92226740334,6153.62817437027,382255.46648358303,405479.3160586125,23223.849575029453,0.015602271231105325,0.058883115754240406
11,4,Audrina Patridge,555210.6021401604,6437.025015818544,543110.3339107896,568463.2695050979,25352.935594308306,0.011593843833323531,0.04566363735955473
11,4,Brandy,553718.0987644993,7998.31711655474,539184.1824113408,570282.8161765977,31098.633765256964,0.014444745682688057,0.05616329651251559
11,4,Bristol Palin,427787.9343425834,8364.519762940858,410286.46053804987,443083.5161525796,32797.05561452976,0.019552958584012653,0.0766666214299187
11,4,Florence Henderson,472258.2783581103,6938.802564322788,459183.23564079346,485660.14201201516,26476.906371221703,0.014692812984553213,0.05606446214828328
11,4,Jennifer Grey,586344.1808205906,11924.707418698596,564393.0807570749,611677.6978919642,47284.617134889355,0.020337385120817484,0.0806431080610613
11,4,Kurt Warner,445323.7859706211,7074.702121582204,430810.95320234855,458577.19773945684,27766.244537108287,0.015886647748137434,0.06235068822247927
11,4,Kyle Massey,513940.97398742265,3625.26194460703,507446.0387047311,521593.18953174865,14147.150827017555,0.007053848842757862,0.027526800825504464
11,4,Rick Fox,510111.1358139031,4480.169513150587,502193.9434482768,519139.7885989294,16945.845150652633,0.0087827322295215,0.03321990829236622
11,4,The Situation,363981.48033336183,12092.586107621386,341232.77162573655,386609.2417793167,45376.47015358013,0.03322308073626735,0.12466697512197851
11,5,Audrina Patridge,584139.6219020577,5944.7277957344,571719.5011665039,595054.3536909422,23334.85252443829,0.010176895339469284,0.03994738868843729
11,5,Brandy,614211.0687204918,9854.132789537027,595814.5153790822,634793.7495404313,38979.23416134913,0.016043561067801814,0.06346227892400186
11,5,Bristol Palin,425228.63142225205,11829.304197911833,401908.52464161185,446237.24718627287,44328.722544661025,0.027818691696150945,0.10424679635610566
11,5,Florence Henderson,513415.7076834055,8551.682965188667,495899.0786826628,530119.3967174019,34220.31803473912,0.01665644980706747,0.06665226155457023
11,5,Jennifer Grey,595365.6725631254,5215.826775979082,585468.248110064,605603.3622693301,20135.114159266115,0.008760711301214733,0.03381974320518325
11,5,Kurt Warner,527273.7730867737,12378.502485879178,502116.1709319326,551500.0301624063,49383.859230473696,0.0234764236677519,0.0936588576013747
11,5,Kyle Massey,525373.4846790226,17100.474491738016,492773.4324907644,556311.9845478458,63538.55205708137,0.032549176900668234,0.12093977695867218
11,5,Rick Fox,565972.4320368305,5581.987973938414,555775.6858704266,577378.4756489558,21602.7897785292,0.00986264994188828,0.03816933220719734
11,6,Audrina Patridge,668065.8561523161,8525.341125644014,652194.8795654435,683664.0914970693,31469.211931625847,0.012761228623095915,0.04710495476130276
11,6,Brandy,713832.0064846416,10074.507239773646,694950.2231104327,733453.5305925978,38503.30748216505,0.014113274759683115,0.05393889196952598
11,6,Bristol Palin,506164.2890935762,16257.055851381514,472148.4602694946,534155.1069628533,62006.64669335872,0.032118140693991194,0.1225030055051856
11,6,Jennifer Grey,655297.3802819226,12475.717679492,630915.2779109152,680760.2131647964,49844.93525388115,0.019038253554629937,0.07606460326827008
11,6,Kurt Warner,492338.05837715353,16585.334467405744,460844.7766043332,523804.4232540799,62959.64664974669,0.03368688279365276,0.12787889454915288
11,6,Kyle Massey,604208.5325108614,8988.970182658524,586957.9860883539,621160.7136769723,34202.72758861841,0.01487726455186552,0.05660748855446455
11,6,Rick Fox,633378.1907579076,7492.886246295173,618906.6051126897,647933.3548149153,29026.749702225672,0.011830035128505292,0.04582846414002972
11,7,Brandy,789805.7418731143,15176.60512312109,760874.703466136,819822.6884236479,58947.984957511886,0.01921561761139903,0.07463605521239948
11,7,Bristol Palin,527057.2353598473,27088.963154206107,469783.6687118044,575261.2062790932,105477.53756728879,0.051396625142070516,0.2001253952908439
11,7,Jennifer Grey,795266.2895824218,16266.407450847419,765139.3616311805,826980.5661088951,61841.20447771461,0.02045403868355665,0.07776163190594458
11,7,Kurt Warner,679412.4824835748,26946.37828921446,631189.9013783208,729151.8015227603,97961.90014443954,0.039661294109158356,0.1441861942046492
11,7,Kyle Massey,648872.0058029037,15493.648473283061,617370.1855748518,677885.6341456744,60515.4485708226,0.023877819253600673,0.0932625356459041
11,7,Rick Fox,755174.4801001435,14062.392988202158,728901.6814566453,785349.4583371471,56447.776880501886,0.018621382685412448,0.07474799316975908
11,8,Brandy,986208.7847347212,28915.028441328694,934983.1114880501,1045687.2282138221,110704.11672577204,0.02931937829889287,0.11225221113351791
11,8,Bristol Palin,599150.8493254045,36405.65445030223,523380.923658253,663110.1628460223,139729.2391877693,0.06076208435870876,0.23321211902660766
11,8,Jennifer Grey,963950.7268861518,24535.173668733332,920565.6185902508,1015239.7716984013,94674.15310815047,0.025452725937547924,0.0982147224619833
11,8,Kurt Warner,713294.1327829052,30856.579340703378,654655.8696698735,768689.6646138298,114033.79494395631,0.043259264197669685,0.1598692456631535
11,8,Kyle Massey,855287.6630215388,15516.012503289518,826136.2180283987,885315.1333556826,59178.9153272839,0.018141279447987053,0.06919182619590013
11,9,Brandy,1126841.1494387349,26810.29199236014,1074607.9493667863,1182976.499550577,108368.55018379074,0.02379243250542812,0.09617021018248022
11,9,Bristol Palin,717856.5015992222,53928.6906638463,606288.7213345511,814656.1961048078,208367.47477025667,0.07512461131675391,0.29026340822443064
11,9,Jennifer Grey,1155281.4881426096,31626.124527564698,1100621.4877156948,1224449.8578565847,123828.37014088989,0.027375254301366184,0.10718458783579535
11,9,Kyle Massey,1040216.9391185718,12687.276401394396,1016478.8572688613,1065169.2231567695,48690.365887908265,0.012196760045212265,0.04680789560028321
11,10,Bristol Palin,-19991.673120350708,492027.96986729157,-1063342.3838949453,597195.3607287555,1660537.7446237006,,
11,10,Jennifer Grey,2363707.8370637684,395471.6644675895,1876145.0834884674,3177198.6083347606,1301053.5248462933,0.1673098757242562,0.5504290777588149
11,10,Kyle Massey,1618783.8354268598,118725.60092518189,1438005.8806751699,1929491.5274842188,491485.64680904895,0.07334246755304111,0.30361413059171566
12,1,Chelsea Kane,446568.35902529757,4017.2714216707077,439053.8934893545,454065.5322055206,15011.638716166082,0.008995871159432355,0.0336155448830527
12,1,Chris Jericho,432740.57479603007,2533.233592455462,427887.1124418159,437663.7744213884,9776.661979572498,0.005853931292783183,0.02259243193033303
12,1,Hines Ward,446568.35902529757,4017.2714216707077,439053.8934893545,454065.5322055206,15011.638716166082,0.008995871159432355,0.0336155448830527
12,1,Kendra Wilkinson,405057.1781016851,3549.0403185077694,397858.11575885775,411844.0888885592,13985.973129701451,0.008761825515944375,0.034528392251304406
12,1,Kirstie Alley,474452.0746004294,5263.045782300324,464222.5238961457,484905.3714435502,20682.847547404526,0.01109289233634971,0.043593122792903914
12,1,Mike Catherwood,343732.6907977269,6619.942432190835,331031.9454535202,356539.51685509074,25507.571401570516,0.01925898411590537,0.07420758072900524
12,1,Petra Nemcova,405057.1781016851,3549.0403185077694,397858.11575885775,411844.0888885592,13985.973129701451,0.008761825515944375,0.034528392251304406
12,1,Ralph Macchio,476390.904439981,6556.940408512544,464325.4181576129,488792.12498259713,24466.706824984227,0.01376378169146727,0.051358467588179385
12,1,Romeo,432740.57479603007,2533.233592455462,427887.1124418159,437663.7744213884,9776.661979572498,0.005853931292783183,0.02259243193033303
12,1,Sugar Ray Leonard,379599.8728476616,4363.793132724267,371108.12050204264,388000.0330785089,16891.912576466275,0.011495770796729202,0.044499257730903456
12,1,Wendy Williams,355621.6451874429,5515.057746657114,344841.62927159865,366146.05604872905,21304.4267771304,0.01550821729017706,0.05990756486687179
12,2,Chelsea Kane,420249.73965507495,11706.018907675034,397699.39319373434,442797.5862722006,45098.19307846628,0.027854910552194252,0.10731284001622743
12,2,Chris Jericho,483044.5116936104,7290.663198923656,469111.19030217454,497021.26540900004,27910.075106825505,0.015093149849403608,0.057779509819849785
12,2,Hines Ward,468632.0420236971,6791.316058742332,456038.33914518345,481969.92805721867,25931.588912035222,0.014491787692141883,0.055334647626855936
12,2,Kendra Wilkinson,410657.2153246205,7303.482351229947,396146.4574090581,424925.09288513183,28778.635476073716,0.017784863089417815,0.07007945897973444
12,2,Kirstie Alley,443728.7903634507,5917.9100942253,431618.2951229358,454375.22824421845,22756.933121282666,0.013336772872857856,0.05128568083815983
12,2,Mike Catherwood,352754.16421650804,7294.10500537827,338372.2215082145,366114.9599264881,27742.738418273628,0.02067758724146884,0.0786460975730569
12,2,Petra Nemcova,392704.8187469386,7212.575823761073,378638.9717195918,407380.0507909685,28741.079071376706,0.018366405196593476,0.0731874876480638
12,2,Ralph Macchio,445733.19181552675,7671.569698476954,430056.04510097136,460184.56544123363,30128.520340262272,0.017211125039240844,0.06759317208921566
12,2,Romeo,483044.5116936104,7290.663198923656,469111.19030217454,497021.26540900004,27910.075106825505,0.015093149849403608,0.057779509819849785
12,2,Sugar Ray Leonard,348574.6986039819,8295.569379393475,332497.20329463517,364343.52808738657,31846.324792751402,0.023798541353163814,0.09136155010760615
12,2,Wendy Williams,349405.72758121596,7298.831157427716,334703.638277863,363631.3822090518,28927.74393118883,0.020889271644040735,0.0827912699984715
12,3,Chelsea Kane,482070.4036744971,5689.928910084433,470794.3034991948,494020.0369778813,23225.73347868648,0.011803107734293472,0.04817913172360801
12,3,Chris Jericho,466550.51855149696,5510.7896530864855,455734.44374089624,476860.20605024527,21125.762309349026,0.011811774789568078,0.045280760537869176
12,3,Hines Ward,511011.40062327276,5614.077230361467,500640.81115103,522142.09558733355,21501.28443630354,0.01098620739872743,0.042075938834395386
12,3,Kendra Wilkinson,485064.8815319798,5782.832738784031,473749.1344796144,497221.3889964999,23472.2545168855,0.011921771620571908,0.0483899276376247
12,3,Kirstie Alley,454165.70272028993,5819.030331304027,443335.81652174104,465647.14463541255,22311.32811367151,0.012812571042793673,0.049125964334238895
12,3,Petra Nemcova,509546.87173042493,10503.614028961238,488655.0124382981,528962.7364043001,40307.723966002,0.020613636569469827,0.07910503665564009
12,3,Ralph Macchio,465834.61037102225,7576.42065745621,450324.83396521816,480439.99010808225,30115.156142864085,0.016264185804961626,0.064647742937946
12,3,Romeo,455880.4088234384,9176.059572026172,436767.57639450865,471698.51634934294,34930.93995483429,0.020128216511229903,0.07662303375787964
12,3,Sugar Ray Leonard,374756.36196756794,11778.966543644128,352207.9436659941,396815.1628496952,44607.21918370109,0.03143099821388356,0.11902991839685292
12,3,Wendy Williams,315707.0752501697,11570.936805867595,294077.37226796086,339337.86291015963,45260.49064219877,0.03665086313538795,0.14336229432404662
12,4,Chelsea Kane,548371.724991358,6195.913922477874,537107.6885680368,560883.724691001,23776.03612296423,0.011298747984454372,0.04335751651553319
