season,week,celebrity_name,judge_rank,audience_rank,final_rank_alt,pred_eliminated_alt,judge_total_score
8,1,Lawrence Taylor,11.0,11.0,11.0,0,16.0
8,1,Ty Murray,12.0,12.0,12.0,0,14.0
8,1,Steve Wozniak,13.0,13.0,13.0,0,13.0
8,2,Gilles Marini,1.0,4.0,1.0,0,27.0
8,2,Melissa Rycroft,2.0,3.0,1.0,0,26.0
8,2,Shawn Johnson,3.0,2.0,1.0,0,24.0
8,2,Lil' Kim,4.0,1.0,1.0,0,23.0
8,2,Denise Richards,5.0,6.0,5.0,0,21.0
8,2,Chuck Wicks,6.0,5.0,5.0,0,20.0
8,2,Ty Murray,6.0,7.0,7.0,0,20.0
8,2,Lawrence Taylor,6.0,8.0,8.0,0,20.0
8,2,Holly Madison,9.0,9.0,9.0,0,18.0
8,2,Belinda Carlisle,9.0,11.0,10.0,0,18.0
8,2,David Alan Grier,11.0,10.0,11.0,0,17.0
8,2,Steve Wozniak,11.0,13.0,12.0,0,17.0
8,2,Steve-O,13.0,12.0,13.0,1,14.0
8,3,Gilles Marini,1.0,4.0,1.0,0,27.0
8,3,Melissa Rycroft,1.0,4.0,1.0,0,27.0
8,3,Shawn Johnson,1.0,4.0,1.0,0,27.0
8,3,Lil' Kim,4.0,1.0,1.0,0,25.0
8,3,Ty Murray,6.0,2.0,5.0,0,23.0
8,3,Chuck Wicks,6.0,3.0,6.0,0,23.0
8,3,David Alan Grier,5.0,7.0,7.0,0,24.0
8,3,Lawrence Taylor,8.0,8.0,8.0,0,20.0
8,3,Holly Madison,9.0,9.0,9.0,0,17.0
8,3,Denise Richards,10.0,10.0,10.0,0,16.0
8,3,Steve-O,11.0,11.0,11.0,0,15.0
8,3,Steve Wozniak,12.0,12.0,12.0,1,10.0
8,4,Shawn Johnson,4.0,1.0,1.0,0,25.0
8,4,Ty Murray,4.0,1.0,1.0,0,25.0
8,4,Gilles Marini,1.0,5.0,3.0,0,30.0
8,4,Melissa Rycroft,2.0,4.0,3.0,0,29.0
8,4,Lil' Kim,3.0,3.0,3.0,0,27.0
8,4,Chuck Wicks,6.0,6.0,6.0,0,22.0
8,4,David Alan Grier,6.0,8.0,7.0,0,22.0
8,4,Lawrence Taylor,8.0,7.0,8.0,0,19.0
8,4,Holly Madison,9.0,9.0,9.0,0,16.0
8,4,Steve-O,10.0,10.0,11.0,1,15.0
8,4,Steve Wozniak,11.0,11.0,11.0,1,12.0
8,5,Gilles Marini,1.0,1.0,1.0,0,29.0
8,5,Shawn Johnson,2.0,3.0,2.0,0,26.0
8,5,Lil' Kim,2.0,4.0,3.0,0,26.0
8,5,Melissa Rycroft,4.0,2.0,3.0,0,25.0
8,5,Chuck Wicks,5.0,5.0,5.0,0,23.0
8,5,David Alan Grier,6.0,6.0,6.0,0,22.0
8,5,Ty Murray,7.0,7.0,7.0,0,21.0
8,5,Lawrence Taylor,8.0,8.0,8.0,0,20.0
8,5,Steve-O,9.0,9.0,9.0,1,18.0
8,6,Lil' Kim,1.0,1.0,1.0,0,28.0
8,6,Shawn Johnson,3.0,2.0,2.0,0,26.0
8,6,Melissa Rycroft,2.0,4.0,3.0,0,27.0
8,6,Gilles Marini,3.0,3.0,3.0,0,26.0
8,6,Chuck Wicks,5.0,5.0,5.0,0,23.0
8,6,Lawrence Taylor,6.0,6.0,6.0,0,22.0
8,6,Ty Murray,7.0,7.0,7.0,0,18.0
8,6,Steve-O,8.0,8.0,8.0,1,16.0
8,7,Melissa Rycroft,1.0,3.0,1.0,0,29.0
8,7,Shawn Johnson,2.0,2.0,1.0,0,28.0
8,7,Lil' Kim,5.0,1.0,3.0,0,26.0
8,7,Gilles Marini,3.0,4.0,4.0,0,27.0
8,7,Chuck Wicks,3.0,5.0,5.0,0,27.0
8,7,Ty Murray,6.0,6.0,6.0,0,24.0
8,7,Lawrence Taylor,7.0,7.0,7.0,1,21.0
8,8,Gilles Marini,2.0,2.0,1.0,0,27.5
8,8,Shawn Johnson,3.0,1.0,1.0,0,26.0
8,8,Lil' Kim,1.0,4.0,3.0,0,28.0
8,8,Ty Murray,3.0,6.0,4.0,0,26.0
8,8,Chuck Wicks,5.0,5.0,6.0,0,25.5
8,8,Melissa Rycroft,6.0,3.0,6.0,1,23.0
8,9,Gilles Marini,2.0,1.0,1.0,0,28.0
8,9,Shawn Johnson,2.0,2.0,2.0,0,28.0
8,9,Melissa Rycroft,1.0,4.0,3.0,0,28.5
8,9,Lil' Kim,4.0,3.0,4.0,0,26.0
8,9,Ty Murray,5.0,5.0,5.0,1,23.0
8,10,Shawn Johnson,2.0,1.0,1.0,0,28.0
8,10,Gilles Marini,1.0,3.0,2.0,0,30.0
8,10,Melissa Rycroft,3.0,2.0,3.0,0,27.5
8,10,Ty Murray,4.0,4.0,4.0,1,24.0
8,11,Shawn Johnson,1.0,3.0,1.0,0,30.0
8,11,Gilles Marini,2.0,2.0,3.0,1,29.0
8,11,Melissa Rycroft,3.0,1.0,3.0,1,28.5
9,1,Louie Vito,7.0,2.0,1.0,0,26.9998
9,1,Natalie Coughlin,7.0,2.0,1.0,0,26.9998
9,1,Aaron Carter,2.0,8.0,3.0,0,31.999899999999997
9,1,Mya,3.0,7.0,3.0,0,30.999899999999997
9,1,Kelly Osbourne,4.0,6.0,3.0,0,30.9998
9,1,Donny Osmond,5.0,5.0,3.0,0,29.999899999999997
9,1,Mark Dacascos,6.0,4.0,3.0,0,28.9998
9,1,Melissa Joan Hart,9.0,1.0,3.0,0,24.0
9,1,Joanna Krupa,1.0,11.0,9.0,0,33.9999
9,1,Chuck Liddell,10.0,9.0,10.0,0,22.0
9,1,Debi Mazar,10.0,9.0,10.0,0,22.0
9,1,Kathy Ireland,12.0,12.0,12.0,0,19.9999
9,1,Tom DeLay,12.0,12.0,12.0,0,19.9999
9,1,Macy Gray,15.0,14.0,14.0,0,18.9999
9,1,Michael Irvin,14.0,16.0,16.0,1,19.0
9,1,Ashley Hamiliton,15.0,14.0,16.0,1,18.9999
9,2,Aaron Carter,1.0,3.0,1.0,0,27.0
9,2,Mya,1.0,3.0,1.0,0,27.0
9,2,Donny Osmond,3.0,1.0,1.0,0,25.0
9,2,Debi Mazar,4.0,2.0,4.0,0,21.0
9,2,Mark Dacascos,4.0,8.0,5.0,0,21.0
9,2,Joanna Krupa,7.0,5.0,5.0,0,20.0
9,2,Natalie Coughlin,4.0,9.0,7.0,0,21.0
9,2,Michael Irvin,7.0,6.0,7.0,0,20.0
9,2,Kelly Osbourne,9.0,7.0,9.0,0,19.0
9,2,Louie Vito,9.0,10.0,10.0,0,19.0
9,2,Chuck Liddell,9.0,11.0,11.0,0,19.0
9,2,Melissa Joan Hart,9.0,12.0,12.0,0,19.0
9,2,Tom DeLay,13.0,13.0,13.0,0,18.0
9,2,Kathy Ireland,13.0,13.0,14.0,1,18.0
9,3,Joanna Krupa,3.0,1.0,1.0,0,23.0
9,3,Mya,1.0,4.0,2.0,0,27.0
9,3,Natalie Coughlin,2.0,3.0,2.0,0,26.0
9,3,Aaron Carter,4.0,2.0,4.0,0,21.0
9,3,Donny Osmond,4.0,7.0,5.0,0,21.0
9,3,Louie Vito,6.0,5.0,5.0,0,20.0
9,3,Kelly Osbourne,6.0,6.0,7.0,0,20.0
9,3,Mark Dacascos,9.0,8.0,8.0,0,18.0
9,3,Melissa Joan Hart,8.0,10.0,9.0,0,19.0
9,3,Debi Mazar,10.0,9.0,10.0,0,17.0
9,3,Chuck Liddell,10.0,11.0,11.0,0,17.0
9,3,Tom DeLay,12.0,13.0,13.0,1,15.0
9,3,Michael Irvin,13.0,12.0,13.0,1,14.0
9,4,Melissa Joan Hart,1.0,2.0,1.0,0,28.0
9,4,Mya,1.0,2.0,1.0,0,28.0
9,4,Joanna Krupa,3.0,1.0,3.0,0,26.0
9,4,Natalie Coughlin,4.0,4.0,4.0,0,24.0
9,4,Donny Osmond,4.0,7.0,5.0,0,24.0
9,4,Kelly Osbourne,6.0,5.0,5.0,0,23.0
9,4,Mark Dacascos,7.0,6.0,7.0,0,22.0
9,4,Aaron Carter,8.0,8.0,8.0,0,18.0
9,4,Chuck Liddell,9.0,10.0,9.0,0,17.0
9,4,Louie Vito,10.0,9.0,9.0,0,16.0
9,4,Michael Irvin,10.0,11.0,11.0,1,16.0
9,5,Donny Osmond,1.0,1.0,1.0,0,29.0
9,5,Mya,2.0,4.0,2.0,0,27.0
9,5,Mark Dacascos,3.0,3.0,2.0,0,26.0
9,5,Joanna Krupa,4.0,5.0,4.0,0,24.0
9,5,Melissa Joan Hart,7.0,2.0,4.0,0,23.0
9,5,Aaron Carter,4.0,6.0,6.0,0,24.0
9,5,Kelly Osbourne,4.0,8.0,7.0,0,24.0
9,5,Natalie Coughlin,8.0,7.0,8.0,0,22.0
9,5,Louie Vito,8.0,9.0,9.0,0,22.0
9,5,Michael Irvin,10.0,10.0,10.0,1,21.0
9,6,Aaron Carter,3.0,2.0,1.0,0,32.9998
9,6,Mark Dacascos,4.0,1.0,1.0,0,32.0
9,6,Joanna Krupa,1.0,5.0,3.0,0,35.9999
9,6,Mya,2.0,4.0,3.0,0,33.0
9,6,Donny Osmond,5.0,3.0,5.0,0,30.999899999999997
9,6,Kelly Osbourne,6.0,6.0,6.0,0,24.9998
9,6,Melissa Joan Hart,8.0,7.0,7.0,0,23.9999
9,6,Louie Vito,7.0,8.0,9.0,1,24.0
9,6,Michael Irvin,9.0,9.0,9.0,1,21.9998
9,7,Donny Osmond,3.0,2.0,1.0,0,26.0
9,7,Joanna Krupa,1.0,5.0,2.0,0,27.5
9,7,Aaron Carter,2.0,4.0,2.0,0,26.5
9,7,Kelly Osbourne,3.0,3.0,2.0,0,26.0
9,7,Mya,5.0,1.0,2.0,0,24.5
9,7,Michael Irvin,6.0,7.0,7.0,1,23.5
9,7,Mark Dacascos,7.0,6.0,7.0,1,21.5
9,8,Mya,1.0,2.0,1.0,0,29.5
9,8,Kelly Osbourne,3.0,1.0,2.0,0,25.5
9,8,Joanna Krupa,2.0,5.0,3.0,0,26.0
9,8,Donny Osmond,4.0,3.0,3.0,0,25.0
9,8,Aaron Carter,4.0,4.0,5.0,1,25.0
9,9,Mya,1.0,1.0,1.0,0,28.9999
9,9,Joanna Krupa,2.0,3.0,2.0,0,27.0
9,9,Kelly Osbourne,3.0,2.0,2.0,0,25.9998
9,9,Donny Osmond,4.0,4.0,4.0,1,24.666600000000003
9,10,Mya,2.0,2.0,1.0,0,28.333199999999998
9,10,Donny Osmond,1.0,3.0,3.0,1,28.9998
9,10,Kelly Osbourne,3.0,1.0,3.0,1,25.2222
10,1,Nicole Scherzinger,1.0,3.0,1.0,0,25.0
10,1,Evan Lysacek,2.0,2.0,1.0,0,23.0
10,1,Pamela Anderson,3.0,1.0,1.0,0,21.0
10,1,Erin Andrews,3.0,4.0,4.0,0,21.0
10,1,Jake Pavelka,5.0,5.0,5.0,0,20.0
10,1,Niecy Nash,6.0,6.0,6.0,0,18.0
10,1,Chad Ochocinco,6.0,7.0,7.0,0,18.0
10,1,Shannen Doherty,6.0,7.0,7.0,0,18.0
10,1,Kate Gosselin,9.0,9.0,9.0,0,16.0
10,1,Aiden Turner,10.0,11.0,10.0,0,15.0
10,1,Buzz Aldrin,11.0,10.0,10.0,0,14.0
10,2,Evan Lysacek,2.0,3.0,1.0,0,24.0
10,2,Erin Andrews,3.0,2.0,1.0,0,23.0
10,2,Pamela Anderson,4.0,1.0,1.0,0,22.0
10,2,Nicole Scherzinger,1.0,5.0,4.0,0,28.0
10,2,Jake Pavelka,6.0,4.0,5.0,0,20.0
10,2,Niecy Nash,5.0,7.0,6.0,0,21.0
10,2,Shannen Doherty,6.0,6.0,6.0,0,20.0
10,2,Aiden Turner,8.0,8.0,8.0,0,19.0
10,2,Chad Ochocinco,9.0,9.0,9.0,0,16.0
10,2,Kate Gosselin,10.0,10.0,10.0,0,15.0
10,2,Buzz Aldrin,11.0,11.0,11.0,1,12.0
10,3,Nicole Scherzinger,2.0,1.0,1.0,0,23.0
10,3,Evan Lysacek,1.0,3.0,2.0,0,26.0
10,3,Erin Andrews,2.0,2.0,2.0,0,23.0
10,3,Jake Pavelka,4.0,4.0,4.0,0,21.0
10,3,Pamela Anderson,4.0,5.0,5.0,0,21.0
10,3,Niecy Nash,4.0,6.0,6.0,0,21.0
10,3,Aiden Turner,7.0,7.0,7.0,0,20.0
10,3,Chad Ochocinco,7.0,8.0,8.0,0,20.0
10,3,Kate Gosselin,9.0,9.0,9.0,0,15.0
10,3,Buzz Aldrin,10.0,10.0,10.0,1,13.0
10,4,Evan Lysacek,1.0,1.0,1.0,0,26.0
10,4,Nicole Scherzinger,2.0,2.0,2.0,0,25.0
10,4,Pamela Anderson,3.0,3.0,3.0,0,23.5
10,4,Chad Ochocinco,4.0,4.0,4.0,0,22.0
10,4,Erin Andrews,5.0,5.0,5.0,0,19.5
10,4,Jake Pavelka,6.0,6.0,6.0,0,19.0
10,4,Niecy Nash,7.0,7.0,7.0,0,18.0
10,4,Aiden Turner,8.0,8.0,8.0,0,16.5
10,4,Kate Gosselin,9.0,9.0,9.0,1,16.0
10,5,Nicole Scherzinger,1.0,1.0,1.0,0,29.0
10,5,Evan Lysacek,2.0,2.0,2.0,0,27.0
10,5,Erin Andrews,4.0,3.0,3.0,0,22.0
10,5,Jake Pavelka,3.0,5.0,4.0,0,23.0
10,5,Pamela Anderson,5.0,4.0,5.0,0,21.0
10,5,Niecy Nash,6.0,6.0,6.0,0,18.0
10,5,Chad Ochocinco,6.0,7.0,7.0,0,18.0
10,5,Kate Gosselin,8.0,8.0,8.0,1,15.0
10,6,Nicole Scherzinger,1.0,2.0,1.0,0,35.9999
10,6,Erin Andrews,2.0,1.0,1.0,0,34.0
10,6,Pamela Anderson,4.0,3.0,3.0,0,29.9998
10,6,Chad Ochocinco,3.0,5.0,4.0,0,30.999899999999997
10,6,Evan Lysacek,5.0,4.0,5.0,0,27.0
10,6,Niecy Nash,6.0,7.0,6.0,0,25.9998
10,6,Jake Pavelka,7.0,6.0,7.0,1,24.999899999999997
10,7,Evan Lysacek,1.0,2.0,1.0,0,27.0
10,7,Erin Andrews,4.0,1.0,2.0,0,25.5
10,7,Nicole Scherzinger,1.0,5.0,3.0,0,27.0
10,7,Chad Ochocinco,3.0,4.0,4.0,0,26.0
10,7,Pamela Anderson,4.0,3.0,4.0,0,25.5
10,7,Niecy Nash,6.0,6.0,6.0,1,24.5
10,8,Nicole Scherzinger,1.0,2.0,1.0,0,29.5
10,8,Evan Lysacek,2.0,1.0,1.0,0,26.5
10,8,Erin Andrews,2.0,3.0,3.0,0,26.5
10,8,Chad Ochocinco,4.0,4.0,4.0,0,22.5
10,8,Niecy Nash,5.0,5.0,5.0,1,21.5
10,9,Evan Lysacek,1.0,2.0,1.0,0,29.5
10,9,Nicole Scherzinger,1.0,3.0,2.0,0,29.5
10,9,Erin Andrews,3.0,1.0,2.0,0,28.0
10,9,Chad Ochocinco,4.0,4.0,4.0,1,26.0
10,10,Nicole Scherzinger,1.0,3.0,1.0,0,28.7777
10,10,Erin Andrews,2.0,2.0,3.0,1,26.9998
10,10,Evan Lysacek,3.0,1.0,3.0,1,26.888699999999996
11,1,Brandy,2.0,2.0,1.0,0,23.0
11,1,Kyle Massey,2.0,2.0,1.0,0,23.0
11,1,Rick Fox,4.0,1.0,3.0,0,22.0
11,1,Jennifer Grey,1.0,5.0,4.0,0,24.0
11,1,Kurt Warner,5.0,4.0,5.0,0,19.0
11,1,Audrina Patridge,5.0,6.0,6.0,0,19.0
11,1,Bristol Palin,7.0,7.0,7.0,0,18.0
11,1,Florence Henderson,7.0,7.0,7.0,0,18.0
11,1,Michael Bolton,9.0,9.0,9.0,0,16.0
11,1,Margaret Cho,10.0,10.0,10.0,0,15.0
11,1,The Situation,10.0,10.0,10.0,0,15.0
11,1,David Hasselhoff,10.0,10.0,12.0,1,15.0
11,2,Bristol Palin,3.0,1.0,1.0,0,22.0
11,2,Kyle Massey,3.0,1.0,1.0,0,22.0
11,2,Jennifer Grey,1.0,4.0,3.0,0,24.0
11,2,Audrina Patridge,2.0,3.0,3.0,0,23.0
11,2,Brandy,5.0,5.0,5.0,0,21.0
11,2,Rick Fox,5.0,6.0,6.0,0,21.0
11,2,Kurt Warner,5.0,8.0,7.0,0,21.0
11,2,Florence Henderson,8.0,7.0,8.0,0,19.0
11,2,Margaret Cho,9.0,9.0,9.0,0,18.0
11,2,The Situation,9.0,9.0,9.0,0,18.0
11,2,Michael Bolton,11.0,11.0,11.0,1,12.0
11,3,Audrina Patridge,1.0,2.0,1.0,0,26.0
11,3,Jennifer Grey,2.0,3.0,2.0,0,24.0
11,3,Brandy,2.0,4.0,3.0,0,24.0
11,3,Kyle Massey,5.0,1.0,3.0,0,23.0
11,3,Rick Fox,2.0,5.0,5.0,0,24.0
11,3,Kurt Warner,5.0,6.0,6.0,0,23.0
11,3,Florence Henderson,7.0,8.0,7.0,0,20.0
11,3,The Situation,7.0,9.0,8.0,0,20.0
11,3,Bristol Palin,9.0,7.0,8.0,0,19.0
11,3,Margaret Cho,10.0,10.0,10.0,1,18.0
11,4,Jennifer Grey,1.0,2.0,1.0,0,28.0
11,4,Audrina Patridge,3.0,1.0,2.0,0,23.0
11,4,Brandy,2.0,3.0,3.0,0,24.0
11,4,Kyle Massey,4.0,5.0,4.0,0,20.0
11,4,Rick Fox,5.0,4.0,4.0,0,19.5
11,4,Florence Henderson,6.0,6.0,6.0,0,17.5
11,4,Kurt Warner,7.0,7.0,7.0,0,17.0
11,4,Bristol Palin,8.0,8.0,8.0,0,16.0
11,4,The Situation,9.0,9.0,9.0,1,14.0
11,5,Brandy,1.0,2.0,1.0,0,27.0
11,5,Jennifer Grey,2.0,3.0,2.0,0,25.0
11,5,Audrina Patridge,5.0,1.0,3.0,0,23.0
11,5,Rick Fox,3.0,4.0,4.0,0,24.0
11,5,Kurt Warner,3.0,7.0,5.0,0,24.0
11,5,Florence Henderson,6.0,6.0,6.0,0,21.0
11,5,Kyle Massey,7.0,5.0,6.0,0,20.0
11,5,Bristol Palin,8.0,8.0,8.0,1,18.0
11,6,Brandy,1.0,3.0,1.0,0,35.9999
11,6,Audrina Patridge,2.0,2.0,1.0,0,31.9998
11,6,Jennifer Grey,5.0,1.0,3.0,0,29.0
11,6,Rick Fox,3.0,4.0,4.0,0,30.0
11,6,Kyle Massey,4.0,5.0,5.0,0,29.999899999999997
11,6,Bristol Palin,6.0,6.0,6.0,0,27.9998
11,6,Kurt Warner,7.0,7.0,7.0,1,21.9999
11,7,Jennifer Grey,1.0,2.0,1.0,0,36.5
11,7,Brandy,1.0,3.0,2.0,0,36.5
11,7,Rick Fox,4.0,1.0,3.0,0,34.5
11,7,Kurt Warner,3.0,5.0,4.0,0,35.0
11,7,Kyle Massey,5.0,4.0,5.0,0,33.5
11,7,Bristol Palin,6.0,6.0,6.0,1,32.5
11,8,Brandy,1.0,1.0,1.0,0,28.5
11,8,Jennifer Grey,1.0,2.0,2.0,0,28.5
11,8,Kyle Massey,3.0,3.0,3.0,0,28.0
11,8,Kurt Warner,4.0,4.0,4.0,0,24.0
11,8,Bristol Palin,5.0,5.0,5.0,1,23.5
11,9,Jennifer Grey,1.0,2.0,1.0,0,30.0
11,9,Brandy,3.0,1.0,2.0,0,28.5
11,9,Kyle Massey,2.0,3.0,3.0,0,29.0
11,9,Bristol Palin,4.0,4.0,4.0,1,26.5
11,10,Kyle Massey,2.0,1.0,1.0,0,27.333199999999998
11,10,Jennifer Grey,1.0,3.0,3.0,1,30.0
11,10,Bristol Palin,3.0,2.0,3.0,1,25.666600000000003
12,1,Ralph Macchio,1.0,2.0,1.0,0,24.0
12,1,Kirstie Alley,2.0,1.0,1.0,0,23.0
12,1,Chelsea Kane,3.0,3.0,3.0,0,21.0
12,1,Hines Ward,3.0,3.0,3.0,0,21.0
12,1,Chris Jericho,5.0,5.0,5.0,0,19.0
12,1,Romeo,5.0,5.0,5.0,0,19.0
12,1,Kendra Wilkinson,7.0,7.0,7.0,0,18.0
12,1,Petra Nemcova,7.0,7.0,7.0,0,18.0
12,1,Sugar Ray Leonard,9.0,9.0,9.0,0,17.0
12,1,Wendy Williams,10.0,10.0,10.0,0,14.0
12,1,Mike Catherwood,11.0,11.0,11.0,0,13.0
12,2,Chris Jericho,1.0,1.0,1.0,0,23.0
12,2,Hines Ward,1.0,1.0,1.0,0,23.0
12,2,Romeo,1.0,1.0,1.0,0,23.0
12,2,Ralph Macchio,4.0,5.0,4.0,0,21.0
12,2,Kirstie Alley,5.0,4.0,4.0,0,20.0
12,2,Kendra Wilkinson,6.0,7.0,6.0,0,19.0
12,2,Chelsea Kane,7.0,6.0,6.0,0,18.0
12,2,Petra Nemcova,7.0,8.0,8.0,0,18.0
12,2,Mike Catherwood,9.0,9.0,9.0,0,17.0
12,2,Wendy Williams,9.0,10.0,10.0,0,17.0
12,2,Sugar Ray Leonard,9.0,11.0,11.0,1,17.0
12,3,Hines Ward,1.0,1.0,1.0,0,25.0
12,3,Petra Nemcova,1.0,1.0,1.0,0,25.0
12,3,Kendra Wilkinson,3.0,3.0,3.0,0,23.0
12,3,Chelsea Kane,3.0,4.0,4.0,0,23.0
12,3,Chris Jericho,5.0,6.0,5.0,0,21.0
12,3,Ralph Macchio,5.0,7.0,6.0,0,21.0
12,3,Kirstie Alley,5.0,8.0,7.0,0,21.0
12,3,Romeo,8.0,5.0,7.0,0,20.0
12,3,Sugar Ray Leonard,8.0,9.0,9.0,0,20.0
12,3,Wendy Williams,10.0,10.0,10.0,1,15.0
12,4,Chelsea Kane,1.0,2.0,1.0,0,26.0
12,4,Hines Ward,2.0,1.0,1.0,0,25.0
12,4,Ralph Macchio,2.0,3.0,3.0,0,25.0
12,4,Chris Jericho,4.0,4.0,4.0,0,23.0
12,4,Petra Nemcova,4.0,5.0,5.0,0,23.0
12,4,Romeo,4.0,6.0,6.0,0,23.0
12,4,Kirstie Alley,7.0,7.0,7.0,0,22.0
12,4,Sugar Ray Leonard,8.0,9.0,8.0,0,21.0
12,4,Kendra Wilkinson,9.0,8.0,9.0,1,18.0
12,5,Chelsea Kane,2.0,1.0,1.0,0,26.0
12,5,Hines Ward,1.0,3.0,2.0,0,27.0
12,5,Chris Jericho,2.0,2.0,2.0,0,26.0
12,5,Romeo,2.0,5.0,4.0,0,26.0
12,5,Petra Nemcova,6.0,4.0,5.0,0,22.0
12,5,Kirstie Alley,5.0,7.0,6.0,0,23.0
12,5,Ralph Macchio,6.0,6.0,6.0,0,22.0
12,5,Kendra Wilkinson,6.0,8.0,8.0,1,22.0
12,6,Chelsea Kane,1.0,1.0,1.0,0,28.0
12,6,Romeo,1.0,2.0,2.0,0,28.0
12,6,Hines Ward,3.0,3.0,3.0,0,27.0
12,6,Kirstie Alley,4.0,5.0,4.0,0,26.0
12,6,Kendra Wilkinson,5.0,6.0,5.0,0,25.0
12,6,Ralph Macchio,6.0,7.0,7.0,0,24.0
12,6,Chris Jericho,7.0,4.0,7.0,1,22.0
12,7,Hines Ward,1.0,3.0,1.0,0,33.0
12,7,Chelsea Kane,3.0,1.0,1.0,0,32.0
12,7,Ralph Macchio,1.0,6.0,3.0,0,33.0
12,7,Romeo,5.0,2.0,3.0,0,30.0
12,7,Kendra Wilkinson,4.0,4.0,5.0,0,30.5
12,7,Kirstie Alley,5.0,5.0,6.0,1,30.0
12,8,Chelsea Kane,1.0,2.0,1.0,0,27.5
12,8,Hines Ward,2.0,1.0,1.0,0,27.0
12,8,Romeo,4.0,3.0,3.0,0,26.0
12,8,Kirstie Alley,3.0,5.0,4.0,0,26.5
12,8,Ralph Macchio,5.0,4.0,5.0,1,23.0
12,9,Chelsea Kane,1.0,1.0,1.0,0,36.5
12,9,Hines Ward,2.0,2.0,2.0,0,30.0
12,9,Kirstie Alley,3.0,3.0,3.0,0,27.0
12,9,Ralph Macchio,4.0,4.0,4.0,1,24.0
12,10,Chelsea Kane,1.0,2.0,1.0,0,29.666600000000003
12,10,Hines Ward,1.0,3.0,3.0,1,29.666600000000003
12,10,Kirstie Alley,3.0,1.0,3.0,1,27.999899999999997
13,1,Chynna Phillips,1.0,1.0,1.0,0,22.0
13,1,J.R. Martinez,1.0,1.0,1.0,0,22.0
13,1,Hope Solo,3.0,4.0,3.0,0,21.0
13,1,Ricki Lake,4.0,3.0,3.0,0,20.0
13,1,Kristin Cavallari,5.0,5.0,5.0,0,19.0
13,1,Carson Kressley,7.0,6.0,6.0,0,17.0
13,1,Chaz Bono,7.0,6.0,6.0,0,17.0
13,1,David Arquette,6.0,8.0,8.0,0,18.0
13,1,Nancy Grace,9.0,9.0,9.0,0,16.0
13,1,Rob Kardashian,9.0,9.0,9.0,0,16.0
13,1,Elisabetta Canalis,11.0,12.0,11.0,0,15.0
13,1,Metta World Peace (Ron),12.0,11.0,12.0,1,14.0
13,2,Ricki Lake,1.0,1.0,1.0,0,23.0
13,2,Kristin Cavallari,2.0,2.0,2.0,0,22.0
13,2,J.R. Martinez,2.0,4.0,3.0,0,22.0
13,2,Nancy Grace,4.0,3.0,4.0,0,21.0
13,2,Chynna Phillips,4.0,5.0,5.0,0,21.0
13,2,Rob Kardashian,4.0,7.0,6.0,0,21.0
13,2,Elisabetta Canalis,4.0,8.0,7.0,0,21.0
13,2,Hope Solo,8.0,6.0,8.0,0,19.0
13,2,David Arquette,9.0,10.0,9.0,0,18.0
13,2,Carson Kressley,9.0,11.0,10.0,0,18.0
13,2,Chaz Bono,11.0,9.0,11.0,1,17.0
13,3,Chynna Phillips,2.0,1.0,1.0,0,26.0
13,3,J.R. Martinez,2.0,1.0,1.0,0,26.0
13,3,Ricki Lake,1.0,3.0,3.0,0,27.0
13,3,Rob Kardashian,4.0,4.0,4.0,0,24.0
13,3,Kristin Cavallari,4.0,5.0,5.0,0,24.0
13,3,Hope Solo,4.0,6.0,6.0,0,24.0
13,3,David Arquette,4.0,7.0,7.0,0,24.0
13,3,Carson Kressley,8.0,9.0,8.0,0,23.0
13,3,Nancy Grace,9.0,8.0,8.0,0,21.0
13,3,Chaz Bono,10.0,10.0,10.0,1,18.0
13,4,Ricki Lake,1.0,2.0,1.0,0,29.0
13,4,J.R. Martinez,2.0,1.0,1.0,0,26.0
13,4,Rob Kardashian,3.0,3.0,3.0,0,24.0
13,4,Hope Solo,3.0,4.0,4.0,0,24.0
13,4,David Arquette,5.0,6.0,5.0,0,23.0
13,4,Chynna Phillips,6.0,5.0,5.0,0,21.0
13,4,Nancy Grace,6.0,7.0,7.0,0,21.0
13,4,Chaz Bono,6.0,8.0,8.0,0,21.0
13,4,Carson Kressley,9.0,9.0,9.0,1,20.0
13,5,J.R. Martinez,1.0,2.0,1.0,0,28.0
13,5,Rob Kardashian,2.0,1.0,1.0,0,25.0
13,5,David Arquette,2.0,5.0,3.0,0,25.0
13,5,Ricki Lake,4.0,3.0,3.0,0,24.0
13,5,Hope Solo,4.0,4.0,5.0,0,24.0
13,5,Nancy Grace,6.0,6.0,6.0,0,22.0
13,5,Chaz Bono,7.0,7.0,7.0,0,21.0
13,5,Carson Kressley,8.0,8.0,8.0,1,19.0
13,6,Ricki Lake,1.0,1.0,1.0,0,29.0
13,6,J.R. Martinez,1.0,2.0,2.0,0,29.0
13,6,Nancy Grace,3.0,4.0,3.0,0,24.0
13,6,Rob Kardashian,5.0,3.0,4.0,0,22.0
13,6,David Arquette,4.0,5.0,5.0,0,23.0
13,6,Hope Solo,6.0,6.0,6.0,0,20.0
13,6,Chaz Bono,7.0,7.0,7.0,1,19.0
13,7,Ricki Lake,1.0,3.0,1.0,0,26.5
13,7,Rob Kardashian,2.0,2.0,1.0,0,25.5
13,7,J.R. Martinez,4.0,1.0,3.0,0,24.0
